id_cliente,total_compras,gasto_total,gasto_promedio,ultima_compra,primera_compra,edad,pais_clean,puntos_lealtad,gastos_mensuales,ingresos,edad_norm,puntos_lealtad_norm,gastos_mensuales_norm,ingresos_norm,segmento_cliente,PC1,PC2,PC3
CLI00041,3,72530.68,24176.89333333333,2023-11-16,2022-04-20,47.0,Estados Unidos,1639.0,3961.06,52465.77,0.5576923076923077,0.3274478330658106,0.4825874988289858,0.6328653709863344,Premium Maduro,8.640740105338491,0.8915554941401191,-1.759477419458077
CLI00042,5,10075.8,2015.1599999999999,2024-12-09,2022-03-02,21.0,Colombia,4919.0,7459.49,19559.19,0.05769230769230771,0.985553772070626,0.9315421841052617,0.19408376652685794,Premium Joven,-1.6712824851569417,1.012312154084844,0.9069276227967901
CLI00043,2,2322.0699999999997,1161.0349999999999,2023-10-10,2022-06-11,45.0,México,4256.0,2000.85,15485.96,0.5192307692307693,0.8525280898876404,0.23103309767606597,0.1397706657812784,Leal Activo,-3.086982735075514,0.3972873908529568,-0.6051248682282333
CLI00044,2,3528.06,1764.03,2023-07-19,2022-01-26,49.0,Estados Unidos,289.0,2018.01,22207.09,0.5961538461538463,0.05658105939004815,0.23323524618249344,0.22939128892658012,Regular,-2.8955501000010258,-0.5433499482129757,-0.6795604442674716
CLI00045,5,8198.15,1639.6299999999999,2024-11-20,2022-03-04,70.0,Colombia,4784.0,2635.11,54123.5,1.0,0.9584670947030497,0.31242789439440277,0.6549698081281039,Premium Maduro,-1.9993416047925041,2.1598865929128257,0.8294025357306395
CLI00047,2,8738.51,4369.255,2023-03-02,2022-07-07,52.0,México,2949.0,5236.22,71813.9,0.6538461538461539,0.5902889245585874,0.6462292056737408,0.8908564330988521,Premium Maduro,-2.0027203809260588,1.9792768671991048,-0.7420169534918389
CLI00048,1,263.47,263.47,2023-01-05,2023-01-05,35.0,Estados Unidos,3911.0,7605.92,47852.51,0.326923076923077,0.78330658105939,0.950333594699444,0.5713514237882749,Ocasional,-3.537712478616417,1.7428019218954711,-0.8818269146091435
CLI00049,3,5069.400000000001,1689.8000000000002,2024-09-07,2022-02-27,52.0,México,1180.0,947.7,41710.07,0.6538461538461539,0.23535313001605135,0.09588200795904724,0.48944714572303477,Premium Maduro,-2.6182253493304604,-0.014356112108870502,-0.18264357489142016
CLI00051,4,85622.95000000001,21405.737500000003,2024-02-08,2022-12-08,51.0,Estados Unidos,4555.0,1864.4,65209.17,0.6346153846153847,0.9125200642054574,0.2135224238006568,0.8027879061835167,Premium Maduro,10.672204374228098,1.716003612705195,-1.072383444708918
CLI00052,3,2968.34,989.4466666666667,2022-09-16,2022-01-10,32.0,Estados Unidos,1730.0,826.36,32922.08,0.2692307692307693,0.34570626003210275,0.08031040540835353,0.3722666805341931,Regular,-2.940763244002223,-0.637876708804648,-0.11058786593865337
CLI00053,5,6096.9400000000005,1219.3880000000001,2023-12-10,2022-02-20,28.0,México,661.0,5511.3,59561.32,0.1923076923076924,0.1312199036918138,0.6815303135495016,0.7274785703380277,Premium Joven,-2.3515194021152572,0.3477412042763967,0.9380165478713474
CLI00054,5,67648.17,13529.634,2024-04-11,2022-07-05,39.0,México,301.0,3345.52,39330.7,0.40384615384615385,0.058988764044943826,0.40359504593584256,0.45772024532187655,Premium Maduro,7.686431007909675,-0.19933790393780923,-0.03982739505620348
CLI00055,4,13249.27,3312.3175,2024-08-01,2022-05-09,49.0,Estados Unidos,2020.0,1310.14,48768.13,0.5961538461538463,0.403892455858748,0.1423940536857113,0.5835604474144064,Premium Maduro,-1.2177596760481433,0.3617996503245024,0.2055055371271938
CLI00056,3,1538.26,512.7533333333333,2024-07-20,2023-03-23,64.0,México,3122.0,1517.39,12737.25,0.8846153846153847,0.625,0.16899051510512178,0.10311892670678914,Regular,-3.1876323571354948,0.4501937800490609,-0.12392482841441689
CLI00057,2,516.1899999999999,258.09499999999997,2023-04-04,2022-12-07,54.0,Colombia,3396.0,1977.25,50278.81,0.6923076923076924,0.679975922953451,0.22800450182806556,0.6037040963206385,Ocasional,-3.43189970166037,1.0882382356313687,-0.5169409004070916
CLI00058,2,1503.88,751.94,2023-07-28,2022-03-28,56.0,México,3397.0,3025.89,63402.14,0.730769230769231,0.6801765650080256,0.3625768217453182,0.7786926789460946,Regular,-3.2548271182232607,1.616106824179986,-0.5235670419730083
CLI00059,2,1068.6299999999999,534.3149999999999,2024-08-18,2024-01-03,30.0,México,1225.0,5958.98,11827.98,0.23076923076923084,0.2443820224719101,0.738981236822079,0.09099457499698314,Regular,-3.3337965279029715,-0.26482707593515525,-0.5052301859177966
CLI00060,7,5339.94,762.8485714285714,2024-06-28,2022-09-19,65.0,Colombia,2874.0,5939.48,54260.88,0.9038461538461539,0.5752407704654895,0.7364787953375024,0.6568016550359456,Premium Maduro,-2.3697889201113886,2.0575992649097707,1.8994725609703127
CLI00061,4,7556.86,1889.215,2023-07-15,2022-06-23,31.0,Colombia,2194.0,4601.39,49879.21,0.25,0.43880417335473515,0.5647612606658549,0.5983757659641564,Premium Maduro,-2.1503306859834606,0.5414720808580558,0.3899400182015046
CLI00062,1,9036.51,9036.51,2024-01-20,2024-01-20,45.0,Estados Unidos,4941.0,280.94,46153.66,0.5192307692307693,0.989967897271268,0.010316475433082787,0.5486986859851978,Premium Maduro,-1.85522118882966,0.9299172395901526,-1.6486997167661945
CLI00063,3,1176.45,392.15000000000003,2024-02-09,2022-08-17,43.0,Colombia,2492.0,7407.0,38545.55,0.48076923076923084,0.49859550561797755,0.9248061249501116,0.4472509295576326,Regular,-3.260268265906976,1.3050141008519613,0.033603166730772634
CLI00064,7,104194.11,14884.872857142856,2024-10-14,2023-04-21,60.0,Estados Unidos,3528.0,6400.68,64016.9,0.8076923076923078,0.7064606741573033,0.795664744706053,0.7868899871792051,Premium Maduro,13.530645736713069,2.47136881143952,0.9002604649245024
CLI00065,4,3494.0600000000004,873.5150000000001,2024-12-27,2023-04-29,56.0,México,118.0,2427.4,61342.04,0.730769230769231,0.022271268057784913,0.2857724010220228,0.7512229758245011,Regular,-2.808249361974644,0.44881627828466636,0.39110867895462215
CLI00066,3,33517.130000000005,11172.376666666669,2024-08-24,2022-06-27,63.0,México,1748.0,5571.6,77639.77,0.8653846153846155,0.34931781701444625,0.6892686326018077,0.9685395161166659,Premium Maduro,2.1313016746352225,2.1456853739329516,-0.7724692296635381
CLI00067,6,72258.20999999999,12043.034999999998,2024-10-05,2022-03-09,67.0,Estados Unidos,2717.0,3234.13,30857.79,0.9423076923076924,0.5437399678972712,0.38930033019394567,0.3447411072819848,Premium Maduro,8.410051025520792,1.1451189592381903,0.5187494608538672
CLI00068,3,5043.67,1681.2233333333334,2024-10-20,2023-04-12,53.0,México,4861.0,4323.59,61523.87,0.6730769230769232,0.9739165329052969,0.5291110942855787,0.7536475261466211,Premium Maduro,-2.5868167384327805,2.1803047341064015,-0.07583011012457218
CLI00069,3,9155.06,3051.6866666666665,2024-11-13,2022-04-23,46.0,México,1755.0,4126.24,34630.35,0.5384615384615385,0.3507223113964687,0.5037851031583378,0.395045026124953,Premium Maduro,-1.921793525152395,0.46703333333860825,-0.22790621240114295
CLI00070,1,685.52,685.52,2022-07-24,2022-07-24,21.0,México,3221.0,6457.28,76422.64,0.05769230769230771,0.6448635634028892,0.8029282415279523,0.9523101098934801,Ocasional,-3.4546953307839035,1.4733040062204872,-0.8815482464002303
CLI00071,1,159.89,159.89,2024-09-02,2024-09-02,34.0,Colombia,3323.0,4839.94,18260.31,0.3076923076923077,0.6653290529695024,0.595374461493842,0.17676429271948196,Ocasional,-3.5274260142429275,0.4053973364233399,-0.9570487794886183
CLI00072,2,1708.88,854.44,2024-05-09,2022-04-07,29.0,Colombia,3701.0,695.28,44083.48,0.21153846153846156,0.7411717495987159,0.06348886541869696,0.5210945745302876,Regular,-3.2018931863300195,0.07639215652017017,-0.5498216769657721
CLI00073,2,14175.86,7087.93,2024-11-06,2023-10-07,31.0,México,4812.0,6458.57,20895.32,0.25,0.9640850722311396,0.803093787656932,0.21189993779614336,Premium Maduro,-1.0365967463808325,1.1588824805403735,-0.9387701367487974
CLI00074,3,1020.27,340.09,2024-09-28,2022-01-23,34.0,Estados Unidos,664.0,1652.85,13684.43,0.3076923076923077,0.13182182985553773,0.18637414195131402,0.11574877642413829,Regular,-3.279172897057697,-1.1284310413465433,-0.08525430337425875
CLI00075,2,7033.65,3516.825,2024-01-23,2022-01-11,20.0,Colombia,2876.0,4499.74,35658.15,0.03846153846153849,0.5756420545746388,0.5517164823629207,0.4087498758256345,Premium Joven,-2.301018611080916,0.14773254910816808,-0.6897594886128515
CLI00076,4,35165.130000000005,8791.282500000001,2024-11-13,2022-09-09,58.0,Estados Unidos,4269.0,4896.99,21114.3,0.7692307692307693,0.8551364365971107,0.6026957069653854,0.2148198521641675,Premium Maduro,2.3760666884944093,1.4785158891430619,-0.16749182061611376
CLI00077,5,3239.26,647.8520000000001,2024-08-31,2023-04-16,26.0,Colombia,1830.0,4221.87,28674.01,0.15384615384615385,0.36577046548956665,0.5160573328593666,0.3156222352452518,Regular,-2.778805520504928,-0.2292237199717287,0.934557628151092
CLI00078,5,32798.19,6559.638000000001,2024-12-13,2022-03-07,67.0,Colombia,94.0,1026.24,70697.84,0.9423076923076924,0.017455858747993578,0.1059610722769266,0.8759747104320468,Premium Maduro,1.9957983122807792,0.6990076744549735,0.429951731395124
CLI00079,2,5951.92,2975.96,2024-11-15,2023-08-02,22.0,México,758.0,7307.52,46920.24,0.07692307692307698,0.15068218298555378,0.9120398234687946,0.5589203863972899,Premium Joven,-2.4833619972669783,0.33533363885481376,-0.6127868929603892
CLI00080,3,39677.61,13225.87,2024-06-19,2022-01-09,65.0,Colombia,1553.0,7324.11,51910.42,0.9038461538461539,0.31019261637239165,0.9141688236856728,0.6254602452018692,Premium Maduro,3.1763472765748877,1.982234256754117,-0.9314091904356527
CLI00081,5,4893.04,978.608,2024-07-25,2022-01-12,20.0,Colombia,4721.0,3411.92,37851.66,0.03846153846153849,0.9458266452648475,0.4121161800166573,0.43799848923966617,Leal Activo,-2.5200800391078753,0.4959173004082637,0.9414485326682724
CLI00082,6,25135.53,4189.255,2024-10-05,2022-01-31,68.0,Estados Unidos,2549.0,4960.49,16070.24,0.9615384615384616,0.5100321027287319,0.6108446830818273,0.14756154881602657,Premium Maduro,0.8091745891835066,1.121532652166744,1.0988594036753287
CLI00083,4,15366.33,3841.5825,2024-08-14,2023-04-12,63.0,México,830.0,4881.27,11279.7,0.8653846153846155,0.16512841091492778,0.6006783541378191,0.08368372172408024,Premium Maduro,-0.8729768215310839,0.36097068164168417,0.14697153558863538
CLI00084,1,1158.16,1158.16,2023-05-30,2023-05-30,31.0,Colombia,344.0,4587.79,75650.94,0.25,0.06761637239165329,0.5630159681432783,0.9420201385819253,Regular,-3.3868815948762077,0.520469000175364,-0.9847506567085248
CLI00085,3,2637.8599999999997,879.2866666666665,2024-08-04,2022-10-13,20.0,Estados Unidos,3859.0,4069.01,44161.27,0.03846153846153849,0.7728731942215088,0.4964407582269369,0.5221318388406747,Leal Activo,-2.986173897333572,0.5084230109106357,-0.0031117703997398964
CLI00086,4,73384.98,18346.245,2024-12-10,2022-02-14,42.0,México,559.0,5585.95,72222.22,0.46153846153846156,0.11075441412520064,0.691110172873791,0.8963010373309812,Premium Maduro,8.663245919807109,1.0931030541174835,-0.8017136500979261
CLI00087,3,7770.620000000001,2590.206666666667,2024-11-11,2022-03-17,44.0,Colombia,3181.0,4816.89,67262.53,0.5000000000000001,0.6368378812199037,0.59241644732874,0.8301677370663648,Premium Maduro,-2.135240874646655,1.6238563214621047,-0.12870138414667157
CLI00088,3,3595.06,1198.3533333333332,2024-12-19,2022-10-19,45.0,México,3535.0,574.92,53241.51,0.5192307692307693,0.7078651685393258,0.04804302659389481,0.6432092123044962,Leal Activo,-2.8325811734073363,0.6474547510225658,-0.10875884515335078
CLI00089,2,7978.56,3989.28,2024-01-01,2022-11-26,25.0,Estados Unidos,1602.0,662.44,29340.96,0.13461538461538464,0.320024077046549,0.05927449729800485,0.3245154532914374,Premium Joven,-2.1348794630206567,-0.961144444994747,-0.8099780434009686
CLI00090,6,6578.94,1096.49,2024-12-26,2022-03-12,55.0,Colombia,2330.0,6564.75,30563.27,0.7115384615384616,0.46609149277688605,0.816719902366283,0.34081393046368874,Premium Maduro,-2.209895300542158,1.2591225056414275,1.3845088644932024
CLI00091,6,70601.20000000001,11766.866666666669,2024-06-27,2023-09-26,53.0,Estados Unidos,4773.0,5690.36,52494.94,0.6730769230769232,0.9562600321027287,0.7045091428945419,0.6332543284350297,Premium Maduro,8.132371149992252,2.26462402931142,0.6409764251181824
CLI00092,2,22461.82,11230.91,2023-11-09,2022-11-12,53.0,México,1154.0,6085.37,68191.13,0.6730769230769232,0.23013643659711075,0.7552009075521118,0.8425498380899616,Premium Maduro,0.34613327314369724,1.592451734488607,-1.2528873961082119
CLI00093,4,8214.3,2053.575,2024-08-10,2023-06-15,18.0,Estados Unidos,4561.0,6195.7,23987.94,0.0,0.9137239165329053,0.7693595931415137,0.25313742785386023,Premium Joven,-2.0566407627955337,0.668504578715081,0.4095798974553281
CLI00094,9,45199.91,5022.212222222222,2024-11-24,2022-03-07,20.0,Colombia,312.0,6474.65,46385.81,0.03846153846153849,0.06119582664526485,0.8051573394042135,0.551794211241097,Premium Joven,4.136145081683116,-0.08521293318107495,2.59402234510034
CLI00095,6,6003.78,1000.63,2024-12-28,2022-03-11,35.0,Estados Unidos,94.0,4806.86,65866.63,0.326923076923077,0.017455858747993578,0.5911292940933398,0.8115545830508158,Premium Maduro,-2.3024457002320218,0.35999126924445474,1.41725722308652
CLI00096,2,7517.98,3758.99,2024-06-17,2023-06-08,50.0,México,3263.0,3571.15,46812.64,0.6153846153846154,0.653290529695024,0.4325502188673822,0.5574856307757747,Premium Maduro,-2.2363128396537233,1.1885471029028807,-0.748387542135502
CLI00097,3,49544.520000000004,16514.84,2024-10-23,2023-08-10,54.0,Estados Unidos,1172.0,5388.21,54344.39,0.6923076923076924,0.23374799357945425,0.6657341329168587,0.657915190741826,Premium Maduro,4.8043684404941365,1.232763330189453,-1.1871748613589772
CLI00098,2,362.53,181.265,2022-10-11,2022-05-22,57.0,México,2590.0,6814.18,55586.22,0.7500000000000001,0.5182584269662921,0.8487293372123316,0.6744739507182779,Ocasional,-3.4330564436163287,1.9796501232841648,-0.43999540285222694
CLI00099,3,29855.98,9951.993333333334,2024-12-31,2022-01-14,47.0,Estados Unidos,784.0,3247.82,69251.04,0.5576923076923077,0.15589887640449437,0.391057172446451,0.8566828476698888,Premium Maduro,1.5353729433896284,0.7589027184282023,-0.7146495916355015
CLI00100,6,21168.41,3528.068333333333,2024-12-23,2022-04-03,49.0,México,4249.0,2697.32,72997.75,0.5961538461538463,0.8511235955056179,0.3204113243818649,0.9066420784755321,Premium Maduro,0.132549475759471,1.7720640704519415,1.2225460889871576
CLI00101,3,44909.03,14969.676666666666,2024-11-23,2022-09-18,68.0,Estados Unidos,3196.0,3218.18,62654.6,0.9615384615384616,0.6398475120385232,0.38725346138989447,0.7687248609413784,Premium Maduro,4.027799635939163,1.9913735342211487,-1.1011375996624317
CLI00102,3,4308.27,1436.0900000000001,2024-02-06,2022-02-16,45.0,México,4870.0,7356.42,79844.14,0.5192307692307693,0.9757223113964687,0.9183151767301175,0.9979329385088542,Leal Activo,-2.719224641867436,2.903480476871884,0.023569271159210727
CLI00103,4,4336.71,1084.1775,2023-02-06,2022-01-02,48.0,Estados Unidos,4022.0,6607.86,27151.43,0.576923076923077,0.8055778491171749,0.8222522230021855,0.2953199098344097,Leal Activo,-2.6694347854985403,1.5244857422071794,0.44334718187033995
CLI00104,8,120658.88,15082.36,2024-10-30,2022-01-16,22.0,Colombia,710.0,5791.03,16063.82,0.07692307692307698,0.1410513643659711,0.7174281574715844,0.14747594350849752,Premium Joven,16.182157034692427,-0.5795137955888124,1.3314260670841753
CLI00105,3,2541.81,847.27,2024-02-15,2023-05-14,35.0,México,4268.0,2704.03,67768.81,0.326923076923077,0.8549357945425361,0.32127242091322433,0.8369185556171149,Leal Activo,-3.0149060029717063,1.278489854345497,-0.011509932674498406
CLI00106,5,2584.79,516.958,2024-07-11,2022-01-14,56.0,Estados Unidos,1230.0,264.39,31998.54,0.730769230769231,0.2453852327447833,0.008192608429506223,0.35995205036045563,Regular,-2.8998077220207303,-0.2344233505736942,0.8380663937916926
CLI00107,3,5590.21,1863.4033333333334,2024-05-18,2022-06-07,39.0,México,136.0,2769.22,77050.99,0.40384615384615385,0.02588282504012841,0.32963827529166273,0.9606886293616872,Premium Maduro,-2.5133185355215013,0.35071206198394617,-0.1136835376125226
CLI00108,5,54284.17,10856.833999999999,2024-12-06,2022-09-22,36.0,Estados Unidos,4952.0,864.54,16016.3,0.34615384615384615,0.992174959871589,0.08521005750482201,0.14684230422286182,Premium Maduro,5.5020797949955105,0.1549562012268358,0.13126257254464427
CLI00109,1,211.33,211.33,2023-12-01,2023-12-01,34.0,Colombia,2302.0,6924.53,65558.42,0.3076923076923077,0.46047351524879615,0.8628905894083844,0.807444861581418,Ocasional,-3.544083907615022,1.4485161263532824,-0.8789530843327859
CLI00110,6,4812.5599999999995,802.0933333333332,2023-05-28,2022-02-22,50.0,México,3814.0,7032.42,41128.51,0.6153846153846154,0.76384430176565,0.8767361489863829,0.4816925316036261,Leal Activo,-2.487458812373846,1.8614924835281232,1.445749128228236
CLI00111,3,22477.440000000002,7492.4800000000005,2024-09-12,2022-05-14,62.0,Colombia,4349.0,1348.72,11954.71,0.8461538461538461,0.8711878009630818,0.14734503791519674,0.09268441310027888,Premium Maduro,0.3156948425566581,0.7487296539093197,-0.6260252969760469
